id_usuario_atendio,fecha_hora_registro,observacion,observacion_conductor,valoracion,valoracion_conductor,CalificacionClientes,ComentarioConductor
16707,2022-08-01 06:35:58,Ya no lo necesito, ,0,5.0,Neutral,Neutral
22444,2022-08-01 06:37:20,   Puntualidad, ,1,0.0,Neutral,Neutral
21982,2022-08-01 06:37:43, Viaje agradable  Puntualidad, ,1,0.0,Positivo,Neutral
25323,2022-08-01 06:38:00, Atento y cordial, ,1,1.0,Positivo,Neutral
20975,2022-08-01 06:38:11,   Atento y cordial  Viaje agradable, ,1,1.0,Positivo,Neutral
21182,2022-08-01 06:38:19,   Viaje agradable, ,1,0.0,Positivo,Neutral
11602,2022-08-01 06:38:35,   Atento y cordial  Viaje agradable  Puntualidad, ,1,0.0,Positivo,Neutral
4587,2022-08-01 06:39:13,👍 , ,0,0.0,Neutral,Neutral
711,2022-08-01 06:39:23, Atento y cordial  Viaje agradable, ,1,0.0,Positivo,Neutral
24749,2022-08-01 06:38:17, Puntualidad, ,1,0.0,Neutral,Neutral
8585,2022-08-01 06:39:25,   Atento y cordial, ,1,0.0,Positivo,Neutral
28883,2022-08-01 06:39:38, Atento y cordial, ,1,0.0,Positivo,Neutral
23948,2022-08-01 06:40:28,Bdjdjsjsbskd   Llevó otro cliente, ,5,0.0,Negativo,Neutral
14039,2022-08-01 06:40:16,   Atento y cordial  Puntualidad, ,1,,Positivo,Neutral
26378,2022-08-01 06:40:19,   Puntualidad, ,1,1.0,Neutral,Neutral
28212,2022-08-01 06:40:40,Gracias  , ,0,1.0,Positivo,Neutral
12011,2022-08-01 06:40:55,   Atento y cordial, ,1,1.0,Positivo,Neutral
23866,2022-08-01 06:40:58,   Viaje agradable, ,1,0.0,Positivo,Neutral
20476,2022-08-01 06:40:49,Ok , ,0,0.0,Positivo,Neutral
